PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue
1943,4,Complete,258,1632,4,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,23671.725,1893.738,591.7931,26157.2561
1944,4,Complete,254,1608,5,2014-02-10 00:00:00.000,2014-02-19 00:00:00.000,5948.25,475.86,148.7063,6572.8163
1945,4,Complete,257,1576,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
1946,4,Complete,261,1590,1,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,525,42,13.125,580.125
1947,4,Complete,251,1514,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
1948,4,Complete,253,1498,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
1949,4,Complete,255,1674,2,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,944.37,75.5496,23.6093,1043.5289
1950,4,Complete,256,1652,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,48186.6,3854.928,1204.665,53246.193
1951,4,Complete,252,1578,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,26720.925,2137.674,668.0231,29526.6221
1952,5,Complete,260,1538,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
1953,4,Complete,258,1556,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
1954,4,Complete,254,1554,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,278.838,22.307,6.971,308.116
1955,4,Complete,257,1688,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,125.748,10.0598,3.1437,138.9515
1956,4,Complete,261,1580,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1957,4,Complete,250,1496,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,776.79,62.1432,19.4198,858.353
1958,4,Complete,253,1494,2,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,8847.3,707.784,221.1825,9776.2665
1959,4,Complete,255,1650,5,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,171.0765,13.6861,4.2769,189.0395
1960,4,Complete,256,1654,4,2014-02-11 00:00:00.000,2014-02-20 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
4001,8,Approved,260,1520,3,2014-02-11 00:00:00.000,2014-03-08 00:00:00.000,4578.315,366.2652,91.5663,5036.1465
1961,4,Complete,259,1664,3,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
1962,4,Complete,260,1678,3,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,33350.625,2668.05,833.7656,36852.4406
1963,4,Complete,258,1616,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,414.855,33.1884,10.3714,458.4148
1964,4,Complete,254,1492,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,278.838,22.307,6.971,308.116
1965,4,Complete,252,1602,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,1796.0355,143.6828,44.9009,1984.6192
1966,4,Complete,261,1540,4,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,489.069,39.1255,12.2267,540.4212
1967,4,Complete,251,1628,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
1968,4,Complete,253,1604,4,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
1969,4,Complete,255,1690,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,146.286,11.7029,3.6572,161.6461
1970,4,Complete,256,1566,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,102.564,8.2051,2.5641,113.3332
1971,4,Complete,259,1698,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,150.7905,12.0632,3.7698,166.6235
1972,4,Complete,260,1560,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
1973,4,Complete,258,1692,5,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,9948.33,795.8664,248.7083,10992.9047
1974,4,Complete,254,1696,2,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
1975,4,Complete,257,1504,1,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,551.88,44.1504,13.797,609.8274
1976,4,Complete,261,1544,1,2014-02-12 00:00:00.000,2014-02-21 00:00:00.000,6987.75,559.02,174.6938,7721.4638
1977,4,Complete,251,1530,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
1978,4,Complete,253,1508,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
1979,4,Complete,255,1694,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,7623,609.84,190.575,8423.415
1980,4,Complete,256,1624,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
1981,4,Complete,259,1548,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,59.9445,4.7956,1.4986,66.2387
1982,4,Complete,260,1598,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,234.6435,18.7715,5.8661,259.2811
1983,4,Complete,258,1658,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1984,4,Complete,254,1536,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,247.2435,19.7795,6.1811,273.2041
1985,4,Complete,257,1568,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,49376.25,3950.1,1234.4063,54560.7563
1986,4,Complete,261,1648,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,142.4115,11.3929,3.5603,157.3647
1987,4,Complete,251,1646,2,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,48030.675,3842.454,1200.7669,53073.8959
1988,4,Complete,253,1672,5,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,39258.45,3140.676,981.4613,43380.5873
1989,4,Complete,252,1600,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,1276.275,102.102,31.9069,1410.2839
1990,4,Complete,256,1522,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,2003.925,160.314,50.0981,2214.3371
1991,4,Complete,259,1570,4,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
1992,4,Complete,260,1516,1,2014-02-13 00:00:00.000,2014-02-22 00:00:00.000,454.86,36.3888,11.3715,502.6203
1993,4,Complete,258,1506,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
1994,4,Complete,254,1626,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,7132.125,570.57,178.3031,7880.9981
1995,4,Complete,257,1542,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
1996,4,Complete,261,1610,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
1997,4,Complete,251,1638,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
1998,4,Complete,253,1582,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,656.586,52.5269,16.4147,725.5276
1999,4,Complete,255,1510,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,143.0415,11.4433,3.576,158.0608
2000,4,Complete,252,1526,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
2001,4,Complete,259,1644,1,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,3713.325,297.066,92.8331,4103.2241
2002,4,Complete,260,1680,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2003,4,Complete,258,1584,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,9799.65,783.972,244.9913,10828.6133
2004,4,Rejected,250,1620,5,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,5711.475,456.918,142.7869,6311.1799
2005,4,Complete,257,1666,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,111.5415,8.9233,2.7885,123.2533
2006,4,Complete,261,1592,2,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,97.965,7.8372,2.4491,108.2513
2007,4,Complete,251,1618,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,114.471,9.1577,2.8618,126.4905
2008,4,Complete,253,1612,4,2014-02-14 00:00:00.000,2014-02-23 00:00:00.000,132.6465,10.6117,3.3162,146.5744
2009,5,Complete,255,1586,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2010,4,Complete,256,1500,1,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,418.95,33.516,10.4738,462.9398
2011,4,Complete,259,1656,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,566.0865,45.2869,14.1522,625.5256
2012,4,Complete,260,1572,1,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,461.79,36.9432,11.5448,510.278
2013,4,Complete,258,1562,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,377.055,30.1644,9.4264,416.6458
2014,4,Complete,254,1662,2,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,37.0755,2.966,0.9269,40.9684
2015,4,Complete,257,1682,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
2016,4,Complete,261,1686,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,552.2265,44.1781,13.8057,610.2103
2017,4,Complete,251,1684,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288
2018,4,Complete,253,1534,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,696.528,55.7222,17.4132,769.6634
2019,4,Complete,255,1614,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,663.453,53.0762,16.5863,733.1155
2020,4,Complete,256,1588,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,40471.2,3237.696,1011.78,44720.676
2021,4,Complete,259,1622,4,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,259.8435,20.7875,6.4961,287.1271
2022,4,Complete,250,1632,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,38421.075,3073.686,960.5269,42455.2879
2023,4,Complete,258,1608,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,5948.25,475.86,148.7063,6572.8163
2024,4,Complete,254,1576,5,2014-02-17 00:00:00.000,2014-02-26 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
2025,4,Complete,257,1590,1,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,525,42,13.125,580.125
2026,4,Complete,261,1514,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
2027,4,Complete,251,1498,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
2028,4,Complete,253,1674,2,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,944.37,75.5496,23.6093,1043.5289
2029,4,Complete,255,1652,1,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,3401.475,272.118,85.0369,3758.6299
2030,4,Complete,256,1578,3,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,62843.55,5027.484,1571.0888,69442.1228
2031,4,Complete,259,1538,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
2032,4,Complete,260,1556,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
2033,4,Complete,250,1554,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,415.3275,33.2262,10.3832,458.9369
2034,4,Complete,254,1688,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,125.748,10.0598,3.1437,138.9515
2035,4,Complete,257,1580,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,150.7905,12.0632,3.7698,166.6235
2036,4,Complete,261,1496,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,484.407,38.7526,12.1102,535.2698
2037,4,Complete,251,1494,2,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,8847.3,707.784,221.1825,9776.2665
2038,4,Complete,253,1650,5,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,171.0765,13.6861,4.2769,189.0395
2039,4,Complete,255,1654,4,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
2040,4,Complete,256,1664,3,2014-02-19 00:00:00.000,2014-02-28 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
2041,4,Complete,259,1678,4,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,25334.925,2026.794,633.3731,27995.0921
2042,4,Complete,260,1616,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,272.4435,21.7955,6.8111,301.0501
2043,4,Complete,258,1492,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,415.3275,33.2262,10.3832,458.9369
2044,4,Complete,254,1602,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,270.8055,21.6644,6.7701,299.24
2045,4,Complete,257,1540,4,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,1814.6835,145.1747,45.3671,2005.2253
2046,4,Complete,261,1628,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
2047,4,Complete,251,1604,4,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
2048,4,Complete,253,1690,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,146.286,11.7029,3.6572,161.6461
2049,4,Complete,255,1566,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,102.564,8.2051,2.5641,113.3332
2050,4,Complete,256,1698,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,150.7905,12.0632,3.7698,166.6235
2051,4,Complete,252,1560,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
2052,4,Complete,260,1692,5,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,6444.9,515.592,161.1225,7121.6145
2053,4,Complete,258,1696,4,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
2054,4,Complete,254,1504,1,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,551.88,44.1504,13.797,609.8274
2055,4,Complete,257,1544,1,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,6987.75,559.02,174.6938,7721.4638
2056,4,Complete,261,1530,2,2014-02-20 00:00:00.000,2014-03-01 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
2057,4,Complete,250,1508,1,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
2058,4,Complete,253,1694,1,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,7623,609.84,190.575,8423.415
2059,4,Complete,255,1624,2,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
2060,4,Complete,256,1548,2,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,59.9445,4.7956,1.4986,66.2387
2061,4,Complete,259,1598,5,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,222.0435,17.7635,5.5511,245.3581
2062,4,Complete,260,1658,5,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2063,5,Complete,258,1536,4,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,345.555,27.6444,8.6389,381.8383
2064,4,Complete,254,1568,2,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,15153.6,1212.288,378.84,16744.728
2065,4,Complete,252,1648,5,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,142.4115,11.3929,3.5603,157.3647
2066,4,Complete,261,1646,2,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,48030.675,3842.454,1200.7669,53073.8959
2067,4,Complete,251,1672,4,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,823.41,65.8728,20.5853,909.8681
2068,4,Complete,253,1600,1,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,1276.275,102.102,31.9069,1410.2839
2069,4,Complete,255,1522,1,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,2003.925,160.314,50.0981,2214.3371
2070,4,Complete,256,1570,2,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
2071,4,Complete,259,1516,1,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,454.86,36.3888,11.3715,502.6203
2072,5,Complete,260,1506,5,2014-02-21 00:00:00.000,2014-03-02 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2073,4,Complete,258,1626,2,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,7132.125,570.57,178.3031,7880.9981
2074,4,Complete,254,1542,2,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,28343.7,2267.496,708.5925,31319.7885
2075,4,Complete,257,1610,4,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,22516.725,1801.338,562.9181,24880.9811
2076,4,Complete,261,1638,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
2077,6,Complete,251,1582,4,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,364.9275,29.1942,9.1232,403.2449
2078,4,Complete,253,1510,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,143.0415,11.4433,3.576,158.0608
2079,4,Complete,255,1526,2,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,28199.325,2255.946,704.9831,31160.2541
2080,4,Complete,256,1644,1,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,3713.325,297.066,92.8331,4103.2241
2081,4,Complete,259,1680,4,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,19952.625,1596.21,498.8156,22047.6506
2082,4,Complete,260,1584,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,6540.66,523.2528,163.5165,7227.4293
2083,6,Complete,258,1620,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,5711.475,456.918,142.7869,6311.1799
2084,4,Complete,254,1666,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,279.783,22.3826,6.9946,309.1602
2085,4,Complete,257,1592,2,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,97.965,7.8372,2.4491,108.2513
2086,4,Complete,261,1618,4,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,114.471,9.1577,2.8618,126.4905
2087,4,Complete,251,1612,4,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,132.6465,10.6117,3.3162,146.5744
2088,4,Complete,253,1586,5,2014-02-24 00:00:00.000,2014-03-05 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2089,4,Complete,252,1500,1,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,418.95,33.516,10.4738,462.9398
2090,4,Complete,256,1656,4,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,404.145,32.3316,10.1036,446.5802
2091,4,Complete,259,1572,1,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,461.79,36.9432,11.5448,510.278
2092,4,Complete,260,1562,4,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,247.2435,19.7795,6.1811,273.2041
2093,4,Complete,258,1662,2,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,37.0755,2.966,0.9269,40.9684
2094,4,Complete,254,1682,4,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,21558.075,1724.646,538.9519,23821.6729
2095,4,Complete,257,1686,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,533.547,42.6838,13.3387,589.5695
2096,4,Complete,261,1684,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,86220.75,6897.66,2155.5188,95273.9288
2097,4,Complete,251,1534,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,776.79,62.1432,19.4198,858.353
2098,4,Complete,253,1614,4,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,136.647,10.9318,3.4162,150.995
2099,4,Complete,255,1588,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,40471.2,3237.696,1011.78,44720.676
2100,4,Complete,252,1622,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,427.455,34.1964,10.6864,472.3378
2101,4,Complete,259,1632,4,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,23671.725,1893.738,591.7931,26157.2561
2102,4,Complete,260,1608,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,5948.25,475.86,148.7063,6572.8163
2103,5,Complete,258,1576,5,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,91117.95,7289.436,2277.9488,100685.3348
2104,4,Rejected,250,1590,1,2014-02-25 00:00:00.000,2014-03-06 00:00:00.000,525,42,13.125,580.125
2105,4,Complete,257,1514,5,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,2003.6835,160.2947,50.0921,2214.0703
2106,4,Complete,261,1498,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,26455.275,2116.422,661.3819,29233.0789
2107,4,Complete,251,1674,2,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,944.37,75.5496,23.6093,1043.5289
2108,4,Complete,253,1652,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,51588.075,4127.046,1289.7019,57004.8229
2109,4,Complete,255,1578,3,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,62843.55,5027.484,1571.0888,69442.1228
2110,4,Complete,256,1538,5,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,37843.575,3027.486,946.0894,41817.1504
2111,4,Complete,259,1556,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,25531.275,2042.502,638.2819,28212.0589
2112,4,Complete,260,1554,5,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,272.7585,21.8207,6.819,301.3982
2113,4,Complete,258,1688,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,125.748,10.0598,3.1437,138.9515
2114,4,Complete,254,1580,5,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,150.7905,12.0632,3.7698,166.6235
2115,4,Complete,257,1496,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,111.5415,8.9233,2.7885,123.2533
2116,4,Complete,261,1494,2,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,8847.3,707.784,221.1825,9776.2665
2117,4,Complete,251,1650,5,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,171.0765,13.6861,4.2769,189.0395
2118,4,Complete,253,1654,4,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,20397.3,1631.784,509.9325,22539.0165
2119,4,Complete,255,1664,3,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,14628.075,1170.246,365.7019,16164.0229
2120,4,Complete,256,1678,3,2014-02-26 00:00:00.000,2014-03-07 00:00:00.000,58685.55,4694.844,1467.1388,64847.5328
2121,4,Complete,259,1616,4,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,500.5665,40.0453,12.5142,553.126
2122,4,Complete,250,1492,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,272.7585,21.8207,6.819,301.3982
2123,4,Complete,258,1602,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,1525.23,122.0184,38.1308,1685.3792
2124,4,Complete,254,1540,4,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,260.1585,20.8127,6.504,287.4752
2125,4,Complete,257,1628,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,34644.225,2771.538,866.1056,38281.8686
2126,4,Complete,261,1604,4,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,1839.5055,147.1604,45.9876,2032.6535
2127,4,Complete,251,1690,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,146.286,11.7029,3.6572,161.6461
2128,4,Complete,253,1566,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,102.564,8.2051,2.5641,113.3332
2129,4,Complete,255,1698,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,150.7905,12.0632,3.7698,166.6235
2130,4,Complete,256,1560,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,13669.425,1093.554,341.7356,15104.7146
2131,4,Complete,259,1692,5,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,9948.33,795.8664,248.7083,10992.9047
2132,4,Complete,260,1696,4,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,34118.7,2729.496,852.9675,37701.1635
2133,4,Complete,250,1504,1,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,551.88,44.1504,13.797,609.8274
2134,4,Complete,254,1544,1,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,3811.5,304.92,95.2875,4211.7075
2135,4,Complete,257,1530,2,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,28072.275,2245.782,701.8069,31019.8639
2136,4,Complete,261,1508,1,2014-02-27 00:00:00.000,2014-03-08 00:00:00.000,37312.275,2984.982,932.8069,41230.0639
2137,4,Complete,251,1694,1,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,7623,609.84,190.575,8423.415
2138,4,Complete,253,1624,2,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,28297.5,2263.8,707.4375,31268.7375
2139,4,Complete,255,1548,2,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,59.9445,4.7956,1.4986,66.2387
2140,4,Complete,256,1598,4,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,370.755,29.6604,9.2689,409.6843
2141,4,Complete,259,1658,5,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
2142,4,Complete,260,1536,4,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,272.1285,21.7703,6.8032,300.702
2143,4,Complete,258,1568,2,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,21252,1700.16,531.3,23483.46
2144,4,Complete,254,1648,5,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,142.4115,11.3929,3.5603,157.3647
2145,4,Complete,257,1646,2,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,48030.675,3842.454,1200.7669,53073.8959
2146,4,Complete,261,1672,4,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,50983.9365,4078.7149,1274.5984,56337.2498
2147,4,Complete,251,1600,1,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,1276.275,102.102,31.9069,1410.2839
2148,4,Complete,253,1522,1,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,2003.925,160.314,50.0981,2214.3371
2149,4,Complete,255,1570,2,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,50860.425,4068.834,1271.5106,56200.7696
2150,4,Complete,256,1516,1,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,454.86,36.3888,11.3715,502.6203
2151,5,Complete,252,1506,5,2014-02-28 00:00:00.000,2014-03-09 00:00:00.000,43878.45,3510.276,1096.9613,48485.6873
